Nome Conto,Entrate/Uscite,Causale,Data
Portafogli,-7,|(frappè la mattina, cibo e macchine da scontro la sera dei fuochi)|,09/05/2014 10:25.25
Portafogli,-7,sabato (polignano),11/05/2014 14:26.32
Portafogli,-4,ieri cinema (pulp fiction) oggi universit…,14/05/2014 17:22.41
Portafogli,-3.2,taverna vechia del maltese,17/05/2014 10:09.13
Portafogli,-5,rustico,23/05/2014 21:36.11
Portafogli,20,,23/05/2014 21:37.46
Portafogli,-3.5,,24/05/2014 13:44.44
Portafogli,-0.5,cinema "Malefica" (not bad),30/05/2014 09:29.17
Portafogli,-4.5,sabato,08/06/2014 19:05.45
Portafogli,-5,sabato,15/06/2014 18:23.54
Portafogli,-5,Film: la vita di Adele (3 ore.. per niente bello!),16/06/2014 09:02.52
Portafogli,10,,19/06/2014 18:51.44
Portafogli,5,(errore),22/06/2014 09:47.25
Portafogli,-5,(correzione errore),22/06/2014 09:47.48
Portafogli,-5.4,sabato,22/06/2014 09:48.01
Portafogli,50,paghetta,27/06/2014 15:31.12
Portafogli,-4,sabato,29/06/2014 09:23.34
Portafogli,-9.5,sabato,08/07/2014 14:38.46
Portafogli,-3.5,,11/07/2014 18:23.06
Portafogli,-7,sabato,17/07/2014 09:36.55
Portafogli,-10,ricarica telefonica,17/07/2014 09:37.11
